0.04	0.00	1.01	0.59	-1.39	7.53	0.02	-0.00	0.64	24.78
0.04	-0.00	1.01	0.47	-1.08	8.08	0.02	-0.00	0.65	24.78
0.04	-0.00	1.01	0.89	-1.63	8.38	0.02	-0.00	0.65	24.77
0.04	-0.00	1.00	1.14	-3.16	8.69	0.03	-0.00	0.65	24.75
0.04	0.00	1.01	1.14	-3.16	7.95	0.03	-0.00	0.66	24.76
0.03	0.01	1.01	-0.82	0.93	7.04	0.03	-0.00	0.66	24.76
0.04	-0.00	1.00	-1.67	1.91	6.18	0.03	-0.00	0.66	24.78
0.04	-0.02	1.01	0.53	-0.41	7.10	0.03	-0.00	0.67	24.80
0.03	-0.01	1.00	1.02	-0.84	7.83	0.03	-0.00	0.67	24.77
0.03	-0.01	1.01	0.83	-0.35	7.59	0.03	-0.00	0.67	24.77
0.04	-0.00	1.00	1.56	-0.96	7.89	0.03	-0.00	0.68	24.78
0.04	-0.02	1.00	1.38	-2.06	8.08	0.03	-0.00	0.68	24.78
0.04	-0.00	1.00	1.56	-2.18	8.38	0.03	-0.00	0.68	24.78
0.03	-0.01	1.01	0.95	-2.06	8.56	0.03	-0.00	0.69	24.78
0.03	-0.01	1.01	1.69	-1.88	8.38	0.03	-0.00	0.69	24.77
0.04	-0.00	1.00	1.20	-0.66	8.38	0.03	-0.00	0.69	24.79
0.04	-0.01	1.01	1.50	-1.15	8.08	0.03	-0.00	0.70	24.76
0.04	-0.00	1.01	1.44	-1.21	7.59	0.03	-0.00	0.70	24.77
0.04	-0.01	1.01	1.02	-0.17	7.04	0.03	-0.00	0.70	24.77
0.04	-0.01	1.00	0.95	0.14	6.73	0.03	-0.00	0.70	24.78
0.03	-0.01	1.00	1.08	0.14	6.98	0.03	-0.00	0.71	24.75
0.03	-0.01	1.00	0.77	-0.60	7.34	0.03	-0.00	0.71	24.78
0.03	-0.02	1.00	0.89	-0.72	7.83	0.03	-0.00	0.71	24.78
0.03	-0.01	1.00	2.79	-0.90	7.89	0.03	-0.00	0.72	24.75
0.03	0.00	1.01	2.60	-1.02	7.77	0.03	-0.00	0.72	24.77
0.03	-0.01	1.00	2.17	-1.08	7.53	0.03	-0.00	0.72	24.78
0.03	-0.01	1.01	2.97	-0.72	7.22	0.03	-0.00	0.72	24.75
0.03	-0.00	1.01	2.30	-1.57	7.53	0.03	-0.00	0.73	24.79
0.03	-0.01	1.00	2.72	-2.24	8.63	0.03	-0.00	0.73	24.78
0.03	-0.00	1.01	3.21	-3.04	9.11	0.03	-0.00	0.73	24.76
0.03	0.00	1.00	3.27	-2.37	9.24	0.03	-0.00	0.74	24.76
0.03	0.00	1.01	2.36	-1.82	8.63	0.03	-0.00	0.74	24.75
0.03	-0.00	1.01	2.72	-2.24	8.50	0.03	-0.00	0.74	24.78
0.03	0.00	1.01	3.33	-2.79	8.93	0.03	-0.00	0.74	24.77
0.04	0.01	1.00	3.46	-2.06	8.44	0.03	-0.00	0.75	24.76
0.04	0.00	1.00	3.15	-1.02	8.44	0.03	-0.00	0.75	24.77
0.04	0.01	1.00	3.33	-1.45	7.71	0.03	-0.00	0.75	24.77
0.03	0.02	1.00	2.24	-1.27	7.71	0.03	-0.00	0.75	24.76
0.03	0.01	1.01	1.44	-0.78	7.59	0.03	-0.00	0.76	24.79
0.04	0.01	1.00	1.87	-0.66	7.59	0.03	-0.00	0.76	24.77
0.04	0.02	1.01	1.99	-1.82	7.89	0.03	-0.00	0.76	24.75
0.03	0.02	1.00	0.83	-1.45	7.89	0.03	-0.00	0.76	24.75
0.04	0.01	1.01	0.53	-1.51	7.95	0.03	-0.00	0.77	24.76
0.04	0.01	1.00	1.32	-1.69	7.77	0.03	-0.00	0.77	24.77
0.04	0.01	1.01	0.83	-2.06	7.89	0.03	-0.00	0.77	24.75
0.04	0.01	1.01	1.14	-1.63	7.77	0.03	-0.00	0.77	24.76
0.04	0.01	1.01	1.32	-1.15	7.53	0.03	-0.00	0.78	24.77
0.04	0.01	1.01	1.08	0.08	7.53	0.03	0.00	0.78	24.77
0.04	0.01	1.00	0.65	0.44	7.28	0.03	0.00	0.78	24.78
0.04	0.01	1.01	0.65	-0.96	7.22	0.03	0.00	0.78	24.79
0.04	0.01	1.01	1.38	-1.94	7.83	0.03	0.00	0.79	24.77
0.04	0.01	1.01	1.38	-1.33	7.89	0.03	0.00	0.79	24.75
0.04	0.02	1.01	0.10	-0.66	7.53	0.03	0.00	0.79	24.76
0.04	0.01	1.01	-0.94	0.08	6.86	0.03	0.00	0.79	24.76
0.04	0.00	1.00	-1.12	-1.08	7.65	0.03	0.00	0.79	24.76
0.04	-0.00	1.00	-0.21	-2.18	8.20	0.03	0.00	0.80	24.75
0.03	0.00	1.01	0.83	-2.49	9.72	0.03	0.00	0.80	24.79
0.04	0.00	1.01	0.59	-2.30	9.60	0.03	0.00	0.80	24.76
0.04	-0.00	1.00	0.34	-1.82	8.44	0.03	0.00	0.80	24.79
0.04	-0.01	1.01	1.26	-1.39	7.95	0.03	0.00	0.80	24.79
0.04	0.01	1.00	1.20	-0.29	7.16	0.03	0.00	0.81	24.77
0.04	-0.00	1.01	0.10	0.32	6.12	0.03	0.00	0.81	24.78
0.04	-0.01	1.00	0.04	0.87	6.43	0.03	0.00	0.81	24.76
0.03	-0.01	1.00	1.20	0.50	7.16	0.03	0.00	0.81	24.75
0.03	-0.00	1.01	1.32	-0.47	7.59	0.03	0.00	0.81	24.79
0.03	-0.01	1.00	0.71	-1.21	7.41	0.03	0.00	0.82	24.78
0.03	-0.00	1.01	0.59	-1.27	7.34	0.03	0.00	0.82	24.78
0.03	-0.01	1.00	0.47	-0.66	6.98	0.03	0.00	0.82	24.77
0.03	-0.01	1.01	0.28	-1.08	7.34	0.03	0.00	0.82	24.78
0.03	-0.01	1.00	1.38	-2.37	8.14	0.03	-0.00	0.82	24.76
0.03	-0.00	1.00	1.14	-2.18	8.26	0.03	-0.00	0.83	24.77
0.04	-0.00	1.00	0.65	-2.37	8.32	0.03	-0.00	0.83	24.78
0.04	-0.01	1.00	0.22	-1.94	8.50	0.03	-0.00	0.83	24.76
0.04	-0.01	1.00	1.14	-1.82	8.93	0.03	-0.00	0.83	24.77
0.04	-0.01	1.00	1.26	-2.24	8.08	0.03	-0.00	0.83	24.78
0.04	-0.01	1.01	0.89	-1.88	8.32	0.03	-0.00	0.83	24.78
0.04	-0.02	1.01	1.02	-1.57	8.50	0.03	-0.00	0.84	24.76
0.04	-0.01	1.01	1.50	-1.45	8.08	0.03	-0.00	0.84	24.78
0.04	-0.01	1.00	1.14	-0.90	7.95	0.03	-0.00	0.84	24.76
0.04	-0.01	1.01	1.08	-1.63	7.77	0.03	-0.00	0.84	24.76
0.04	-0.01	1.00	1.56	-1.82	8.02	0.03	-0.00	0.84	24.80
0.04	-0.01	1.00	1.20	-1.15	7.95	0.03	-0.00	0.84	24.77
0.04	-0.01	1.00	1.26	-0.47	7.83	0.03	-0.00	0.85	24.76
0.04	-0.01	1.00	1.08	-0.72	7.83	0.03	-0.00	0.85	24.77
0.04	-0.01	1.00	1.26	-1.51	7.89	0.03	-0.00	0.85	24.78
0.04	-0.01	1.00	1.69	-1.63	7.95	0.03	-0.00	0.85	24.77
0.04	-0.01	1.00	1.02	-0.84	7.89	0.03	-0.00	0.85	24.76
0.04	-0.01	1.00	1.50	-1.45	8.14	0.03	-0.00	0.85	24.78
0.04	-0.01	1.00	1.56	-1.45	8.32	0.03	-0.00	0.85	24.75
0.04	-0.01	1.00	1.44	-1.02	8.02	0.03	-0.00	0.86	24.73
0.04	-0.01	1.00	0.77	-0.84	7.71	0.03	-0.00	0.86	24.74
0.03	-0.01	1.00	0.83	-1.02	7.77	0.03	-0.00	0.86	24.77
0.04	-0.01	1.00	1.20	-1.51	8.02	0.03	-0.00	0.86	24.77
0.03	-0.01	1.01	0.83	-1.02	8.32	0.03	-0.00	0.86	24.76
0.04	-0.01	1.00	1.32	-0.72	8.56	0.03	-0.00	0.86	24.76
0.04	-0.01	1.01	1.69	-1.82	7.77	0.03	-0.00	0.86	24.76
0.04	-0.02	1.01	1.75	-0.66	7.59	0.03	-0.00	0.87	24.77
0.03	-0.01	1.00	2.91	0.62	8.08	0.03	-0.00	0.87	24.75
0.03	-0.01	1.00	2.48	-0.23	7.47	0.03	-0.00	0.87	24.76
0.03	-0.01	1.00	3.15	-1.51	8.20	0.03	-0.00	0.87	24.78
0.03	-0.01	1.00	3.15	-1.63	8.08	0.03	-0.00	0.87	24.77
0.03	-0.00	1.01	3.03	-1.27	8.02	0.03	-0.00	0.87	24.78
0.03	0.00	1.00	2.79	0.01	8.20	0.03	-0.00	0.87	24.78
0.03	-0.00	1.01	2.24	-0.23	8.02	0.03	-0.00	0.88	24.78
0.03	-0.00	1.00	3.15	-1.02	8.38	0.03	-0.00	0.88	24.77
0.03	0.01	1.00	2.97	-1.51	8.38	0.03	-0.00	0.88	24.79
0.03	0.00	1.01	2.17	-1.39	8.08	0.03	-0.00	0.88	24.79
0.03	0.00	1.01	2.36	-1.15	8.50	0.03	-0.00	0.88	24.77
0.03	0.01	1.01	2.05	-1.33	8.14	0.03	-0.00	0.88	24.78
0.03	0.01	1.01	0.89	-0.84	7.77	0.03	-0.00	0.88	24.79
0.04	0.00	1.01	0.95	-0.84	7.89	0.03	-0.00	0.88	24.79
0.03	0.01	1.01	1.38	-1.39	7.83	0.03	-0.00	0.89	24.78
0.03	0.01	1.01	0.59	-1.51	7.77	0.03	-0.00	0.89	24.78
0.03	-0.00	1.01	-0.02	-1.51	7.77	0.03	-0.00	0.89	24.78
0.03	-0.00	1.01	1.08	-1.69	8.08	0.03	-0.00	0.89	24.77
0.04	0.01	1.01	0.40	-1.57	7.83	0.03	-0.00	0.89	24.78
0.03	-0.00	1.00	0.34	-1.27	7.71	0.03	-0.00	0.89	24.76
0.03	-0.00	1.00	1.08	-1.39	7.95	0.03	-0.00	0.89	24.75
0.03	0.00	1.01	0.71	-1.69	7.89	0.03	-0.00	0.89	24.78
